gvr_hru_id,gvr_hru_pct,gvr_cell_id,gvr_cell_pct
6,0.216120660600888,741,6.13242374563208
17,0.0560538116550076,741,1.56250000015735
15,20.8280835138698,741,73.8746087259402
17,0.0560538116550076,930,1.56250000015735
15,9.59764620526157,930,34.0416513901317
12,2.18955119460438,930,35.2380895442119
17,0.0560538116550076,1050,1.56250000015735
23,17.5118079376038,1050,45.9684958440724
27,0.202415783600977,1050,48.8359705488942
17,0.808258596120217,1184,22.5302083708021
7,4.12448216955764,1184,61.6738974525156
8,0.642780031365035,2876,67.3914689251881
5,0.0151148730339327,2876,1.56250000015735
24,1.99484692714132,2876,11.5015393162945
16,0.05167802663819,3054,1.04890244710484
5,0.795490016020207,3054,82.2337804205387
19,0.381553949875586,3192,28.2469158566017
5,0.0491755423333168,3192,5.08352168959988
34,0.32362459544563,3427,1.56250000015735
26,0.0803389181153623,3427,9.61681955920437
31,0.180039374159952,3427,7.77263735769275
45,0.381679389283245,3433,1.56250000015735
29,2.61256127956485,3433,54.7821443401633
43,0.157264966589805,3433,7.27841923625851
33,0.959751277275695,3553,66.6877176686146
34,0.32362459544563,3553,1.56250000015735
33,0.463819616660097,3609,32.2282161820019
35,0.0897380629453817,3609,7.3809556785507
43,0.195363178524238,3879,9.04165210765763
28,0.0807754442589159,3879,1.56250000015735
20,1.73421230045274,3879,53.435416517069
30,0.0414765657373076,4067,1.56250000015735
28,1.86631892032392,4067,36.1016066213454
37,0.332213485779991,4067,41.5370674012574
42,0.388080883254143,4894,42.1189033680117
41,0.803281980048093,5386,97.7242734024017
41,0.613975231093347,5449,74.693924220828
41,0.821988183775385,5321,100
41,0.523713409748445,5384,63.7130095159074
41,0.821988183775385,5322,100
41,0.75399894577946,5385,91.7286842636044
37,0.799800049846405,5324,100
37,0.380673785877751,5387,47.5961192989243
41,0.821988183775385,5258,100
41,0.821988183775385,5259,100
37,0.705977362992986,5261,88.2692321822889
37,0.799800049846405,5262,100
37,0.623509778671554,5325,77.9582070282809
37,0.799800049846405,5265,100
37,0.209478047699313,5328,26.1913021560253
37,0.799800049846405,5266,100
37,0.442984549306493,5329,55.3869119402486
37,0.799800049846405,5267,100
37,0.276417410639485,5330,34.5608143801152
41,0.821988183775385,5194,100
41,0.703759513643728,5257,85.6167433467676
41,0.821988183775385,5195,100
41,0.821988183775385,5196,100
41,0.821988183775385,5197,100
41,0.811142409087326,5260,98.6805437228739
37,0.799800049846405,5199,100
37,0.799800049846405,5200,100
37,0.656719037121875,5263,82.1104021246301
37,0.799800049846405,5201,100
37,0.545123445107341,5264,68.1574657581013
37,0.799800049846405,5202,100
37,0.799800049846405,5203,100
37,0.770654041065166,5204,96.3558380889279
41,0.821988183775385,5131,100
41,0.821988183775385,5132,100
41,0.821988183775385,5133,100
41,0.821988183775385,5134,100
37,0.799800049846405,5136,100
37,0.799800049846405,5137,100
37,0.799800049846405,5138,100
37,0.799800049846405,5139,100
37,0.799800049846405,5140,100
41,0.821988183775385,5066,100
41,0.536200110737382,5129,65.2320947333597
41,0.821988183775385,5067,100
41,0.817081943094825,5130,99.4031251571007
41,0.821988183775385,5068,100
41,0.821988183775385,5069,100
41,0.821988183775385,5070,100
41,0.574510215304835,5071,69.8927583929631
37,0.799800049846405,5073,100
37,0.799800049846405,5074,100
37,0.799800049846405,5075,100
37,0.799800049846405,5076,100
37,0.576436824608458,5077,72.0726167395411
42,0.921393607671372,5079,100
42,0.748367553720001,5142,81.2212660788196
42,0.921393607671372,5080,100
42,0.428883079771028,5143,46.5472167595062
41,0.821988183775385,5003,100
41,0.821988183775385,5004,100
41,0.821988183775385,5005,100
41,0.821988183775385,5006,100
41,0.821988183775385,5007,100
37,0.799800049846405,5009,100
37,0.681484881503736,5072,85.2069066055459
37,0.799800049846405,5010,100
37,0.799800049846405,5011,100
37,0.799800049846405,5012,100
37,0.799800049846405,5013,100
42,0.921393607671372,5015,100
42,0.899509156185173,5078,97.6248531242247
42,0.921393607671372,5016,100
42,0.921393607671372,5017,100
42,0.921393607671372,5018,100
42,0.381927820613276,5081,41.4511037881539
41,0.821988183775385,4939,100
41,0.712381367556128,5002,86.6656457619824
41,0.821988183775385,4940,100
41,0.821988183775385,4941,100
41,0.821988183775385,4942,100
41,0.821988183775385,4943,100
41,0.821988183775385,4944,100
37,0.799800049846405,4946,100
37,0.799800049846405,4947,100
37,0.799800049846405,4948,100
37,0.799800049846405,4949,100
37,0.799800049846405,4950,100
42,0.921393607671372,4952,100
42,0.921393607671372,4953,100
42,0.921393607671372,4954,100
42,0.921393607671372,4955,100
41,0.543126221182577,4876,66.074699357356
41,0.821988183775385,4877,100
41,0.821988183775385,4878,100
41,0.821988183775385,4879,100
41,0.821988183775385,4880,100
41,0.596650104824724,4881,72.5862143278405
37,0.799800049846405,4883,100
37,0.799800049846405,4884,100
37,0.799800049846405,4885,100
37,0.799800049846405,4886,100
37,0.799800049846405,4887,100
42,0.921393607671372,4889,100
42,0.921393607671372,4890,100
42,0.921393607671372,4891,100
42,0.921393607671372,4892,100
42,0.921393607671372,4893,100
42,0.844928756312831,4956,91.701174099548
41,0.821988183775385,4814,100
41,0.821988183775385,4815,100
41,0.821988183775385,4816,100
41,0.809098880384675,4817,98.4319356840983
37,0.799800049846405,4819,100
37,0.786637122206895,4882,98.3542227032822
37,0.799800049846405,4820,100
37,0.799800049846405,4821,100
37,0.799800049846405,4822,100
37,0.799800049846405,4823,100
37,0.799800049846405,4824,100
42,0.700120972464873,4826,75.985004306062
42,0.921393607671372,4827,100
42,0.921393607671372,4828,100
