KRCH,IRCH,JRCH,ISEG,IREACH,RCHLEN,STRTOP,SLOPE,STRTHICK,STRHC1,THTS,THTI,EPS,UHC
1,19,41,27,4,88,,0.158169134,1,3,0.35,0.3,3.5,0.3
1,19,40,27,5,270,,0.033300387,1,3,0.35,0.3,3.5,0.3
1,12,40,10,2,211,,0.141995314,1,3,0.35,0.3,3.5,0.3
1,12,41,10,3,84,,0.023737973,1,3,0.35,0.3,3.5,0.3
1,11,41,4,5,164,,0.340224235,1,3,0.35,0.3,3.5,0.3
1,11,40,4,6,35,,0.055928718,1,3,0.35,0.3,3.5,0.3
1,74,41,42,2,37,,0.237582073,1,3,0.35,0.3,3.5,0.3
1,74,42,42,3,270,,0.055541711,1,3,0.35,0.3,3.5,0.3
1,68,42,42,9,40,,0.149090614,1,3,0.35,0.3,3.5,0.3
1,68,41,42,10,321,,0.121124311,1,3,0.35,0.3,3.5,0.3
1,65,42,22,13,53,,0.130785368,1,3,0.35,0.3,3.5,0.3
1,65,41,22,14,279,,0.060873317,1,3,0.35,0.3,3.5,0.3
1,56,41,36,26,270,,0.13320155,1,3,0.35,0.3,3.5,0.3
1,47,41,24,3,179,,0.077920377,1,3,0.35,0.3,3.5,0.3
1,45,41,8,20,32,,0.0001,1,3,0.35,0.3,3.5,0.3
1,45,42,8,21,106,,0.009348008,1,3,0.35,0.3,3.5,0.3
1,45,41,8,22,130,,0.145115223,1,3,0.35,0.3,3.5,0.3
1,44,41,8,17,223,,0.040233217,1,3,0.35,0.3,3.5,0.3
1,44,42,8,18,14,,0.0001,1,3,0.35,0.3,3.5,0.3
1,44,41,8,19,69,,0.0001,1,3,0.35,0.3,3.5,0.3
1,32,42,14,21,66,,0.164841729,1,3,0.35,0.3,3.5,0.3
1,32,41,14,22,217,,0.147306888,1,3,0.35,0.3,3.5,0.3
1,31,42,14,18,250,,0.027899511,1,3,0.35,0.3,3.5,0.3
1,31,41,14,19,71,,0.041946539,1,3,0.35,0.3,3.5,0.3
1,31,42,14,20,9,,0.0001,1,3,0.35,0.3,3.5,0.3
1,18,42,27,2,45,,0.088180925,1,3,0.35,0.3,3.5,0.3
1,18,41,27,3,391,,0.04596462,1,3,0.35,0.3,3.5,0.3
1,14,41,10,5,236,,0.084703793,1,3,0.35,0.3,3.5,0.3
1,14,42,10,6,96,,0.062064018,1,3,0.35,0.3,3.5,0.3
1,10,42,4,3,226,,0.0001,1,3,0.35,0.3,3.5,0.3
1,10,41,4,4,242,,0.066094967,1,3,0.35,0.3,3.5,0.3
1,66,42,22,12,265,,0.131591952,1,3,0.35,0.3,3.5,0.3
1,56,43,36,24,227,,0.061640677,1,3,0.35,0.3,3.5,0.3
1,56,42,36,25,293,,0.091905335,1,3,0.35,0.3,3.5,0.3
1,47,43,24,1,169,,0.05309262,1,3,0.35,0.3,3.5,0.3
1,47,42,24,2,283,,0.113024239,1,3,0.35,0.3,3.5,0.3
1,30,43,14,16,299,,0.070119842,1,3,0.35,0.3,3.5,0.3
1,30,42,14,17,125,,0.071975576,1,3,0.35,0.3,3.5,0.3
1,17,42,17,8,109,,0.091570947,1,3,0.35,0.3,3.5,0.3
1,15,42,6,8,66,,0.0001,1,3,0.35,0.3,3.5,0.3
1,9,43,4,1,139,,0.07901078,1,3,0.35,0.3,3.5,0.3
1,9,42,4,2,100,,0.009933313,1,3,0.35,0.3,3.5,0.3
1,66,44,22,10,10,,0.0001,1,3,0.35,0.3,3.5,0.3
1,66,43,22,11,306,,0.088051556,1,3,0.35,0.3,3.5,0.3
1,55,44,36,22,38,,0.051998993,1,3,0.35,0.3,3.5,0.3
1,55,43,36,23,28,,0.035607652,1,3,0.35,0.3,3.5,0.3
1,47,43,19,14,85,,0.081688367,1,3,0.35,0.3,3.5,0.3
1,46,44,39,12,78,,0.07663402,1,3,0.35,0.3,3.5,0.3
1,46,43,39,13,203,,0.225540239,1,3,0.35,0.3,3.5,0.3
1,29,44,14,14,344,,0.017412205,1,3,0.35,0.3,3.5,0.3
1,29,43,14,15,37,,0.0001,1,3,0.35,0.3,3.5,0.3
1,17,43,17,7,350,,0.102790505,1,3,0.35,0.3,3.5,0.3
1,15,44,6,6,250,,0.171681603,1,3,0.35,0.3,3.5,0.3
1,15,43,6,7,337,,0.071138741,1,3,0.35,0.3,3.5,0.3
1,55,45,36,19,253,,0.106717655,1,3,0.35,0.3,3.5,0.3
1,55,44,36,20,88,,0.078943505,1,3,0.35,0.3,3.5,0.3
1,47,44,19,13,280,,0.15306709,1,3,0.35,0.3,3.5,0.3
1,43,45,39,8,226,,0.088138443,1,3,0.35,0.3,3.5,0.3
1,43,44,39,9,69,,0.302290168,1,3,0.35,0.3,3.5,0.3
1,17,45,17,5,240,,0.183014937,1,3,0.35,0.3,3.5,0.3
1,17,44,17,6,270,,0.08510099,1,3,0.35,0.3,3.5,0.3
1,14,44,6,5,174,,0.155099318,1,3,0.35,0.3,3.5,0.3
1,67,46,22,7,181,,0.143174864,1,3,0.35,0.3,3.5,0.3
1,67,45,22,8,253,,0.106717655,1,3,0.35,0.3,3.5,0.3
1,47,45,19,12,304,,0.088688593,1,3,0.35,0.3,3.5,0.3
1,41,46,39,5,281,,0.138694268,1,3,0.35,0.3,3.5,0.3
1,41,45,39,6,68,,0.072873518,1,3,0.35,0.3,3.5,0.3
1,29,45,14,13,291,,0.0001,1,3,0.35,0.3,3.5,0.3
1,16,46,17,3,238,,0.0001,1,3,0.35,0.3,3.5,0.3
1,16,45,17,4,81,,0.109902379,1,3,0.35,0.3,3.5,0.3
1,14,46,6,3,79,,0.0001,1,3,0.35,0.3,3.5,0.3
1,14,45,6,4,255,,0.258614,1,3,0.35,0.3,3.5,0.3
1,66,46,22,6,125,,0.063978291,1,3,0.35,0.3,3.5,0.3
1,55,47,36,17,192,,0.020806073,1,3,0.35,0.3,3.5,0.3
1,55,46,36,18,295,,0.070949998,1,3,0.35,0.3,3.5,0.3
1,47,46,19,11,311,,0.067382645,1,3,0.35,0.3,3.5,0.3
1,40,47,39,3,291,,0.102792717,1,3,0.35,0.3,3.5,0.3
1,40,46,39,4,71,,0.014037962,1,3,0.35,0.3,3.5,0.3
1,29,46,14,12,295,,0.033785714,1,3,0.35,0.3,3.5,0.3
1,15,47,17,1,268,,0.0001,1,3,0.35,0.3,3.5,0.3
1,15,46,17,2,261,,0.026746748,1,3,0.35,0.3,3.5,0.3
1,66,48,22,4,183,,0.049092504,1,3,0.35,0.3,3.5,0.3
1,66,47,22,5,280,,0.092552194,1,3,0.35,0.3,3.5,0.3
1,54,48,36,15,8,,0.0001,1,3,0.35,0.3,3.5,0.3
1,54,47,36,16,88,,0.112776436,1,3,0.35,0.3,3.5,0.3
1,47,47,19,10,270,,0.074000861,1,3,0.35,0.3,3.5,0.3
1,39,48,39,1,154,,0.064633371,1,3,0.35,0.3,3.5,0.3
1,39,47,39,2,69,,0.28971705,1,3,0.35,0.3,3.5,0.3
1,29,48,14,10,269,,0.033433176,1,3,0.35,0.3,3.5,0.3
1,29,47,14,11,365,,0.01913108,1,3,0.35,0.3,3.5,0.3
1,15,48,12,1,258,,0.05813486,1,3,0.35,0.3,3.5,0.3
1,15,47,12,2,152,,0.065447893,1,3,0.35,0.3,3.5,0.3
1,65,48,22,3,197,,0.075899444,1,3,0.35,0.3,3.5,0.3
1,55,49,36,11,75,,0.118961287,1,3,0.35,0.3,3.5,0.3
1,55,48,36,12,65,,0.03063893,1,3,0.35,0.3,3.5,0.3
1,47,49,19,8,47,,0.0001,1,3,0.35,0.3,3.5,0.3
1,47,48,19,9,291,,0.07888112,1,3,0.35,0.3,3.5,0.3
1,28,48,14,9,101,,0.029671199,1,3,0.35,0.3,3.5,0.3
1,15,49,11,1,108,,0.128525346,1,3,0.35,0.3,3.5,0.3
1,14,49,3,2,275,,0.44643097,1,3,0.35,0.3,3.5,0.3
1,14,48,3,3,66,,0.302785409,1,3,0.35,0.3,3.5,0.3
1,65,50,22,1,225,,0.084248004,1,3,0.35,0.3,3.5,0.3
1,65,49,22,2,270,,0.040700474,1,3,0.35,0.3,3.5,0.3
1,55,49,36,9,209,,0.023813587,1,3,0.35,0.3,3.5,0.3
1,46,50,19,6,297,,0.060548014,1,3,0.35,0.3,3.5,0.3
1,46,49,19,7,292,,0.071915929,1,3,0.35,0.3,3.5,0.3
1,28,50,14,7,192,,0.08842581,1,3,0.35,0.3,3.5,0.3
1,28,49,14,8,280,,0.181544688,1,3,0.35,0.3,3.5,0.3
1,55,50,36,8,270,,0.03700043,1,3,0.35,0.3,3.5,0.3
1,45,50,19,5,68,,0.131172332,1,3,0.35,0.3,3.5,0.3
1,23,51,14,1,111,,0.0001,1,3,0.35,0.3,3.5,0.3
1,23,50,14,2,81,,0.0001,1,3,0.35,0.3,3.5,0.3
1,55,52,36,6,68,,0.058176859,1,3,0.35,0.3,3.5,0.3
1,55,51,36,7,280,,0.106790993,1,3,0.35,0.3,3.5,0.3
1,45,51,19,4,293,,0.047654618,1,3,0.35,0.3,3.5,0.3
1,24,52,13,1,7,,0.0001,1,3,0.35,0.3,3.5,0.3
1,24,51,13,2,75,,0.026339401,1,3,0.35,0.3,3.5,0.3
1,55,53,36,3,68,,0.02908843,1,3,0.35,0.3,3.5,0.3
1,55,52,36,4,28,,0.035607652,1,3,0.35,0.3,3.5,0.3
1,45,53,19,2,47,,0.0001,1,3,0.35,0.3,3.5,0.3
1,45,52,19,3,280,,0.078313395,1,3,0.35,0.3,3.5,0.3
1,56,54,36,1,164,,0.006062904,1,3,0.35,0.3,3.5,0.3
1,56,53,36,2,225,,0.053327481,1,3,0.35,0.3,3.5,0.3
1,44,54,2,3,96,,0.0001,1,3,0.35,0.3,3.5,0.3
1,44,53,2,4,35,,0.083893077,1,3,0.35,0.3,3.5,0.3
1,45,55,2,1,7,,0.0001,1,3,0.35,0.3,3.5,0.3
1,45,54,2,2,222,,0.116684988,1,3,0.35,0.3,3.5,0.3
1,43,55,44,3,152,,0.065532091,1,3,0.35,0.3,3.5,0.3
1,43,54,44,4,216,,0.032288306,1,3,0.35,0.3,3.5,0.3
1,62,38,22,20,28,,0.035607652,1,3,0.35,0.3,3.5,0.3
1,62,36,20,4,182,,0.087762633,1,3,0.35,0.3,3.5,0.3
1,61,36,20,5,2,,0.0001,1,3,0.35,0.3,3.5,0.3
1,55,29,16,1,63,,0.015731521,1,3,0.35,0.3,3.5,0.3
1,56,29,16,2,45,,0.06613569,1,3,0.35,0.3,3.5,0.3
1,55,31,29,9,212,,0.075412397,1,3,0.35,0.3,3.5,0.3
1,54,31,29,10,2,,0.0001,1,3,0.35,0.3,3.5,0.3
1,46,41,5,1,2,,0.0001,1,3,0.35,0.3,3.5,0.3
1,47,41,5,2,88,,0.0001,1,3,0.35,0.3,3.5,0.3
1,15,48,11,2,138,,0.086504213,1,3,0.35,0.3,3.5,0.3
1,14,48,11,3,89,,0.112003889,1,3,0.35,0.3,3.5,0.3
1,64,19,18,1,48,,0.020686469,1,3,0.35,0.3,3.5,0.3
1,64,18,18,2,242,,0.057768021,1,3,0.35,0.3,3.5,0.3
1,63,20,41,29,35,,0.05592872,1,3,0.35,0.3,3.5,0.3
1,57,26,33,1,124,,0.040184766,1,3,0.35,0.3,3.5,0.3
1,57,25,33,2,81,,0.036634128,1,3,0.35,0.3,3.5,0.3
1,48,27,26,14,9,,0.0001,1,3,0.35,0.3,3.5,0.3
1,57,38,36,32,90,,0.143305344,1,3,0.35,0.3,3.5,0.3
1,15,48,15,2,79,,0.0001,1,3,0.35,0.3,3.5,0.3
1,15,47,15,3,35,,0.055928718,1,3,0.35,0.3,3.5,0.3
1,44,54,44,5,194,,0.015393227,1,3,0.35,0.3,3.5,0.3
1,44,53,44,6,35,,0.111857436,1,3,0.35,0.3,3.5,0.3
